p2train-0	他 们 觉 得 父 母 的 行 为 方 式 和 价 值 观 念 太 不 老 了 	18 
p2train-1017	由 以 上 可 见 父 母 对 孩 子 的 身 心 的 成 长 有 多 莫 大 的 影 响 	18 
p2train-1018	这 种 的 看 法 是 根 本 不 行 的 	3 
p2train-1019	全 世 界 社 会 里 不 管 什 么 国 家 都 有 很 多 吸 烟 者 	4 5 6 
p2train-1020	但 是 我 认 为 虽 然 流 行 歌 曲 也 有 弊 端 	1 2 
p2train-1021	样 样 都 觉 得 好 新 鲜 的 	9 
p2train-1022	为 了 当 广 告 设 计 师 	1 2 
p2train-1023	可 是 很 有 意 思 了 	7 
p2train-1024	在 班 里 中 的 成 绩 每 次 前 十 名 中 	4 
p2train-1025	我 爸 总 是 吸 烟 了 	7 
p2train-1026	所 以 市 政 府 也 要 采 取 了 惩 罚 的 方 法 	10 
p2train-1027	我 们 才 发 现 了 谁 也 没 买 蛋 糕 	6 
p2train-1028	这 世 界 上 只 有 了 一 点 的 绿 色 食 品 	7 
p2train-1029	我 从 高 中 1 年 级 时 开 始 了 吸 烟 	11 
p2train-1030	我 也 自 己 觉 得 我 真 不 好 	3 4 
p2train-1031	我 们 也 是 中 文 系 里 的 同 班 同 学 	3 
p2train-1032	育 有 三 名 小 孩 	1 
p2train-1033	累 得 几 乎 要 命 	3 4 
p2train-1034	家 庭 负 担 就 落 在 我 本 人 身 上 	9 10 
p2train-1035	那 儿 你 们 紧 紧 地 抱 着 我 说 道 ： 谢 谢 	1 2 
p2train-1036	无 用 噪 声 指 为 那 些 伴 随 着 生 产 活 动 发 生 的 噪 声 	6 
p2train-1037	语 言 对 我 们 来 说 是 个 很 重 要 的 工 作 工 具 	15 16 
p2train-1038	由 于 烟 会 伤 害 人 们 的 健 康 与 自 然 环 境 	1 2 
p2train-1039	还 对 自 然 环 境 也 有 很 大 的 危 害 	1 
p2train-1040	在 语 言 上 有 了 不 少 问 题 	6 
p2train-1041	反 而 没 有 水 喝 了 的 	8 
p2train-1042	人 类 也 是 一 个 动 物 	5 6 
p2train-1043	各 门 的 科 学 知 识 都 得 到 前 所 末 有 的 大 发 展 	3 
p2train-1044	我 真 讨 厌 了 他 的 这 些 行 动 	5 
p2train-1045	针 对 在 公 共 场 所 边 走 边 抽 烟 者 将 受 到 罚 款 	1 2 
p2train-1046	只 不 过 最 近 忙 得 不 过 来 	7 
p2train-1047	广 告 设 计 师 和 司 机 等 工 作 人 员 之 职 位 	14 15 16 
p2train-1048	广 告 设 计 将 是 更 吸 引 人 	6 
p2train-1049	我 自 费 地 来 中 国 学 习 	4 
p2train-1050	对 这 个 看 法 来 说 	6 7 
p2train-1051	我 们 都 知 道 吸 烟 对 健 康 和 公 众 利 益 有 多 少 的 害 处 	19 
p2train-1052	特 别 是 人 多 的 地 方 抽 烟 者 当 然 可 多 了 	12 13 
p2train-1053	记 对 我 影 响 最 大 的 一 个 人 是 我 父 亲 	1 
p2train-1054	这 次 我 不 顾 他 不 太 愿 意 让 我 看 他 其 贫 穷 的 家 	15 
p2train-1055	我 妈 肯 定 担 心 对 我 有 什 么 事 	7 
p2train-1056	那 过 几 天 我 打 电 话 	1 
p2train-1057	谢 谢 您 的 时 间 	4 5 6 
p2train-1058	食 品 是 对 于 人 体 有 直 接 的 影 响 	3 
p2train-1059	但 很 有 效 用 的 	5 
p2train-1060	本 人 刚 到 中 国 之 后 	3 
p2train-1061	父 母 会 告 诉 孩 子 为 什 么 为 什 么 七 个 小 精 灵 会 帮 助 白 雪 公 主 	11 12 13 
p2train-1062	这 就 是 人 从 模 仿 起 开 始 	8 
p2train-1063	我 能 帮 助 你 们 生 活 持 续 下 去 	9 10 
p2train-1064	因 此 我 认 为 消 除 这 种 代 沟 的 最 好 的 办 法 就 是 多 点 谈 谈 	21 
p2train-1065	我 们 要 求 的 事 情 很 多 的 	10 
p2train-1066	因 为 呢 	3 
p2train-1067	还 有 另 人 学 中 文 的 目 的 是 跟 中 国 进 行 贸 易 等 等 	3 
p2train-1068	人 们 要 记 得 为 大 家 的 对 自 己 也 有 好 处 	9 
p2train-1069	对 他 们 的 烟 的 影 响 是 非 常 巨 大 的 	5 6 
p2train-1070	就 是 晚 上 1 1 点 以 后 不 卖 烟 草 （ 在 日 本 在 路 上 有 许 多 自 动 售 货 机 ） 和 不 允 许 将 烟 草 卖 给 未 成 年 人 	18 
p2train-1071	我 打 算 今 年 暑 假 也 会 在 那 里 打 工 	9 
p2train-1072	可 以 取 帮 助 她 自 杀 	3 
p2train-1073	我 十 年 级 的 时 候 我 有 一 个 要 好 的 女 朋 友 和 许 多 男 朋 友 	1 
p2train-1074	可 是 吸 烟 者 应 该 知 道 吸 烟 不 仅 是 对 自 己 的 健 康 不 好 	14 
p2train-1075	学 习 汉 语 的 目 的 有 许 多 原 因 	11 12 
p2train-1076	只 有 两 个 人 一 开 始 生 活 美 满 	1 2 
p2train-1077	我 跟 父 母 学 什 么 是 呢 	8 
p2train-1078	我 妈 妈 一 知 道 我 在 外 边 跟 别 人 吵 架 时 	16 
p2train-1079	一 开 始 以 前 	4 5 
p2train-1080	而 且 不 想 按 照 他 们 的 要 求 来 去 生 活 	13 
p2train-1081	其 实 她 已 经 给 了 家 人 增 加 了 痛 苦 	7 
p2train-1082	不 变 地 支 持 我 了 	7 
p2train-1083	代 沟 问 题 的 存 在 都 是 因 为 我 们 作 家 长 的 惯 于 摆 家 长 的 架 子 	17 
p2train-1084	也 很 爱 吃 的 	5 
p2train-1085	我 非 常 伤 心 了 	6 
p2train-1086	大 家 希 望 解 决 在 全 世 界 的 挨 饿 问 题 	7 
p2train-1087	父 母 是 决 定 于 孩 子 的 人 生 的 重 要 的 人 	6 
p2train-1088	便 是 玩 促 迷 藏 的 游 戏 了 	3 
p2train-1089	能 够 有 这 份 深 层 认 识 的 	10 
p2train-1090	而 不 是 经 过 了 几 个 月 的 认 识 后 便 盲 目 拜 上 堂 	18 
p2train-1091	父 母 给 孩 子 的 影 响 确 实 很 大 的 	13 
p2train-1092	我 们 应 该 看 周 围 的 情 况 为 主 	11 12 
p2train-1093	我 从 小 孩 子 爱 画 画 儿 	4 5 
p2train-1094	不 过 我 现 在 竟 明 白 了 	6 
p2train-1095	能 了 解 子 女 的 	6 
p2train-1096	人 类 的 要 求 程 度 也 高 多 了 	6 7 
p2train-1097	可 是 实 际 上 还 没 得 到 成 功 的 程 度 	8 
p2train-1098	这 也 是 学 习 的 	6 
p2train-1099	在 我 们 周 围 上 	6 
p2train-1100	他 们 会 面 对 不 同 性 别 和 性 格 的 人 工 作 	15 16 
p2train-1101	第 一 个 和 尚 见 到 了 新 来 的 和 尚 之 后 感 到 了 非 常 高 兴 	18 
p2train-1102	我 却 不 明 白 他 的 感 情 和 他 的 冷 淡 的 行 为 	2 
p2train-1103	我 来 到 了 南 京 之 前 	4 
p2train-1104	如 果 一 个 人 缺 乏 对 异 性 的 了 解 时 	14 
p2train-1105	有 时 候 小 孩 突 然 会 说 出 一 句 特 别 不 象 孩 子 的 说 的 话 	19 
p2train-1106	后 面 才 能 有 更 加 的 光 辉 的 路 	8 
p2train-1107	要 不 能 忽 视 的 是 “ 绿 色 食 品 ” 的 产 量 会 大 大 降 低 	1 
p2train-1108	到 目 前 来 	4 
p2train-1109	现 在 没 有 您 的 话 	1 2 
p2train-1110	和 尚 A 喝 水 喝 得 很 香 的 	10 
p2train-1111	我 对 您 的 公 司 有 兴 趣 了 	10 
p2train-1112	他 们 只 过 节 时 回 家 了 	9 
p2train-1113	我 在 这 行 有 了 五 年 的 经 验 了 	6 
p2train-1114	首 先 看 看 情 况 吧 	1 
p2train-1115	可 以 平 平 安 安 快 快 乐 乐 的 去 	12 
p2train-1116	那 么 从 我 个 人 的 意 见 就 是 赞 同 “ 绿 色 食 品 ” 	3 
p2train-1117	我 总 会 不 禁 地 忆 起 先 父 	6 
p2train-1118	我 要 努 力 的 	5 
p2train-1119	经 过 以 后 更 多 的 事 情 后 我 才 能 明 白 当 时 我 为 了 什 么 学 习 汉 语 	3 4 
p2train-1120	地 区 和 文 化 都 相 当 有 了 解 	9 
p2train-1121	我 是 因 为 有 了 孩 子 以 后 而 辞 职 的 	9 10 
p2train-1122	我 上 大 学 的 时 候 常 常 跟 朋 友 们 一 起 去 旅 行 了 	19 
p2train-1123	我 觉 得 流 行 歌 是 对 我 很 好 的 老 师 	8 
p2train-1124	同 样 的 会 对 人 体 健 康 产 生 危 害 	3 
p2train-1125	两 代 人 之 间 会 发 生 矛 盾 是 不 可 避 免 的 事 情 	6 
p2train-1126	以 前 一 定 会 流 行 过 	5 
p2train-1127	还 有 一 点 是 错 一 个 字 也 是 在 意 思 上 全 变 的 一 个 文 章 了 	19 20 21 22 23 
p2train-1128	本 人 也 曾 获 颁 大 新 新 公 司 的 最 佳 广 告 设 计 奖 	6 
p2train-1129	但 我 的 农 民 的 朋 友 告 诉 我 “ 农 药 也 必 要 	6 
p2train-1130	看 电 视 上 我 们 能 看 歌 手 的 服 装 和 他 们 的 行 动 	1 
p2train-1131	老 爸 您 夏 天 流 汗 得 特 别 多 	8 
p2train-1132	在 很 多 国 家 对 吸 烟 有 否 定 的 看 法 	1 
p2train-1133	其 中 有 些 人 的 爱 好 是 听 流 行 歌 的 	14 
p2train-1134	真 很 有 意 思 	2 
p2train-1135	抽 烟 不 仅 仅 是 损 害 抽 烟 者 的 健 康 	6 
p2train-1136	我 知 道 这 段 的 时 期 对 我 来 说 最 重 要 	6 
p2train-1137	要 不 让 你 误 入 歧 途 	1 
p2train-1138	过 分 地 追 求 流 行 的 歌 曲 是 对 自 己 的 人 生 往 往 导 致 不 好 的 结 果 	11 
p2train-1139	我 那 时 候 有 一 次 机 会 与 北 大 足 球 队 的 人 一 起 打 球 的 	22 
p2train-1140	还 有 我 曾 经 有 听 说 过 	6 
p2train-1141	达 到 了 一 种 令 人 感 到 高 高 的 境 界 的 人 等 等 	6 7 8 9 
p2train-1142	它 就 一 定 给 我 们 带 来 美 好 的 回 忆 	2 
p2train-1143	可 是 现 在 世 界 上 还 有 几 亿 人 因 缺 少 粮 食 而 挨 饿 着 	21 
p2train-1144	流 行 歌 曲 是 不 是 好 的 	5 
p2train-1145	所 以 我 觉 得 流 行 歌 曲 是 一 个 好 的 	11 12 
p2train-1146	她 们 可 能 是 追 求 有 一 些 前 代 的 浪 漫 	8 
p2train-1147	富 人 要 拿 自 己 多 余 的 钱 财 多 帮 助 挨 饿 着 的 穷 人 	17 
p2train-1148	汉 城 也 是 快 要 夏 天 了 吧 	4 
p2train-1149	做 人 不 能 太 过 自 私 	6 
p2train-1150	甚 至 还 有 人 非 常 蔑 视 流 行 歌 曲 的 	14 
p2train-1151	可 并 不 说 幸 福 	4 
p2train-1152	阅 读 与 旅 游 有 关 的 书 藉 堆 积 如 山 	1 2 
p2train-1153	最 后 我 希 望 你 们 的 保 重 	8 
p2train-1154	妻 子 的 痛 苦 的 程 度 	6 
p2train-1155	为 提 高 自 己 的 素 质 	1 
p2train-1156	以 前 我 们 一 家 里 有 至 少 三 代 人 	7 
p2train-1157	青 少 年 在 这 段 过 渡 期 间 必 须 自 爱 自 律 	10 
p2train-1158	我 觉 得 每 个 人 的 力 量 是 并 不 大 的 	11 
p2train-1159	还 有 一 些 人 在 精 神 集 中 精 力 时 也 会 发 生 类 似 的 事 情 	7 8 
p2train-1160	两 人 之 间 的 生 活 开 始 了 	3 4 
p2train-1161	我 从 小 就 到 现 在 不 听 你 们 的 话 	4 
p2train-1162	不 正 是 要 “ 鼓 励 ” 学 生 们 学 洋 鬼 子 般 一 样 	17 18 
p2train-1163	而 且 给 邻 居 们 互 相 提 醒 	3 
p2train-1164	但 我 会 注 意 饮 食 方 面 的 	8 9 
p2train-1165	原 来 广 场 上 前 边 有 一 块 草 地 	5 
p2train-1166	我 们 一 个 人 做 什 么 事 情 的 时 候 与 和 别 人 合 作 的 时 候 不 同 	7 8 
p2train-1167	有 一 位 中 国 老 师 给 我 讲 汉 语 了 	13 
p2train-1168	而 都 能 成 为 孩 子 们 心 里 最 好 的 老 师 	1 
p2train-1169	很 多 人 嘴 里 上 说 不 应 这 样 或 者 应 该 这 样 	5 
p2train-1170	例 如 ： 非 洲 的 一 些 国 家 等 	11 
p2train-1171	许 多 外 国 人 来 到 中 国 学 习 的 目 的 可 能 主 要 是 为 了 了 解 中 国 的 历 史 文 化 	7 
p2train-1172	但 “ 人 多 了 ” 一 方 面 也 有 麻 烦 	7 8 9 
p2train-1173	我 想 高 高 兴 兴 地 回 家 了 	10 
p2train-1174	友 情 之 外 也 可 以 发 展 成 为 爱 情 	3 4 
p2train-1175	要 是 他 们 的 感 情 能 经 历 数 十 多 年 的 时 间 	13 
p2train-1176	面 对 挫 折 的 办 法 会 改 变 那 个 人 的 以 后 的 人 生 	14 
p2train-1177	但 我 认 为 第 一 责 任 所 在 父 母 	9 
p2train-1178	过 后 我 可 难 过 了 几 天 	4 
p2train-1179	便 把 行 李 放 在 房 间 就 出 去 了 	1 
p2train-1180	也 没 有 什 么 不 值 钱 的 东 西 	6 
p2train-1181	每 当 我 接 触 到 任 何 佛 法 的 书 籍 	7 8 
p2train-1182	依 稀 记 得 小 时 候 我 喜 欢 在 我 家 附 近 的 一 片 大 草 地 上 玩 的 情 景 	9 10 
p2train-1183	对 于 选 择 书 籍 阅 读 	1 2 
p2train-1184	不 过 他 们 都 热 烈 欢 迎 我 了 	11 
p2train-1185	我 决 定 了 来 中 国 留 学 	4 
p2train-1186	可 以 带 来 了 好 处 	5 
p2train-1187	自 己 知 道 那 件 事 并 不 一 定 非 自 己 做 不 可 的 时 候 	1 2 
p2train-1188	试 问 ： 在 一 个 有 父 母 细 心 调 教 的 孩 子 轻 易 受 到 不 良 影 响 的 机 会 有 多 高 呢 	4 
p2train-1189	很 失 望 了 	4 
p2train-1190	就 选 择 不 做 的 	6 
p2train-1191	长 辈 子 管 教 晚 辈 	3 
p2train-1192	我 刚 到 北 京 的 时 	6 
p2train-1193	不 过 我 的 成 就 不 够 充 分 	9 10 
p2train-1194	法 律 可 以 不 允 许 进 行 安 乐 死 的 情 况 呢 	16 
p2train-1195	互 相 看 到 了 他 们 三 个 人 都 渴 得 很 要 命 	14 
p2train-1196	所 以 对 于 教 育 界 的 人 不 排 斥 男 女 分 班 的 作 法 	3 4 
p2train-1197	才 出 去 外 边 	4 5 
p2train-1198	这 孩 子 感 觉 到 父 母 很 关 心 他 	1 
p2train-1199	如 果 没 有 得 到 逐 渐 发 泻 其 力 量 的 机 会 	11 12 13 
p2train-1200	医 疗 与 法 律 之 间 的 还 没 有 结 论 出 来 的 社 会 问 题 	14 15 
p2train-1201	让 你 们 享 受 至 今 所 因 我 做 不 到 的 事 情 	8 
p2train-1202	我 为 了 考 大 学 而 离 开 你 们 才 两 个 多 月 了 	17 
p2train-1203	他 们 各 自 的 观 念 不 可 容 易 改 变 	9 
p2train-1204	我 租 的 房 子 靠 在 大 马 路 边 	6 
p2train-1205	都 会 遇 到 过 许 许 多 多 特 别 的 人 物 	5 
p2train-1206	比 如 说 将 刺 耳 的 汽 车 喇 叭 声 音 是 人 一 听 到 就 知 道 旁 边 或 者 后 边 有 车 	4 
p2train-1207	所 以 我 努 力 学 习 了 	8 
p2train-1208	随 着 社 会 经 济 的 发 展 和 职 业 的 多 样 化 而 音 乐 也 变 了 很 多 	17 
p2train-1209	教 育 界 承 担 了 这 种 的 责 任 	9 
p2train-1210	就 这 样 才 能 解 决 这 个 问 题 	1 
p2train-1211	上 一 代 的 喜 欢 勤 俭 节 约 	4 
p2train-1212	但 现 在 呢 什 么 都 不 怕 	4 
p2train-1213	所 以 我 们 要 有 代 沟 问 题 要 解 决 该 问 题 	6 7 8 9 10 11 
p2train-1214	人 家 生 病 这 么 辛 苦 	2 
p2train-1215	大 家 都 在 等 待 彼 此 	7 8 
p2train-1216	每 天 去 汽 车 学 校 真 是 辛 苦 了 	12 
p2train-1217	不 会 接 受 父 母 好 的 教 训 	2 
p2train-1218	这 很 好 解 决 的 问 题 	6 
p2train-1219	已 经 读 过 两 千 多 本 的 书 	9 
p2train-1220	我 到 了 云 南 时 	3 
p2train-1221	您 绝 对 可 以 相 信 我 不 管 对 内 对 外 都 可 行 	16 
p2train-1222	上 次 二 月 举 办 了 我 和 哥 哥 的 毕 业 典 礼 	1 2 
p2train-1223	但 只 能 想 这 不 喜 欢 这 种 歌 曲 的 人 就 不 用 花 钱 买 这 种 歌 	2 3 4 5 
p2train-1224	在 我 们 国 家 没 有 声 调 的 	10 
p2train-1225	自 我 思 想 的 	5 
p2train-1226	黄 山 山 上 住 了 一 个 胖 和 尚 	3 
p2train-1227	要 是 大 家 都 能 考 虑 到 这 些 的 话 也 不 用 特 意 在 做 出 这 样 的 一 项 规 定 	19 
p2train-1228	人 间 出 生 而 创 造 这 个 世 界 	2 
p2train-1229	他 竟 然 却 让 我 自 己 做 决 定 	4 
p2train-1230	我 想 是 好 的 解 决 方 法 并 不 是 先 解 决 一 个 问 题 然 后 再 解 决 另 一 个 问 题 	3 
p2train-1231	因 为 开 学 一 个 星 期 后 才 回 北 京 吧 	14 
p2train-1232	我 头 一 次 看 到 的 雪 是 在 北 京 	7 
p2train-1233	您 一 直 辛 辛 苦 苦 地 工 作 了 	11 
p2train-1234	我 想 这 些 经 验 和 方 法 中 莫 过 于 你 的 认 真 和 专 注 的 态 度 了 	15 
p2train-1235	关 键 还 是 在 “ 家 教 ” 问 题 	5 
p2train-1236	过 分 的 追 求 是 不 是 爱 情 	6 
p2train-1237	由 于 旧 的 观 念 的 存 在 与 新 的 观 念 的 产 生 	1 2 
p2train-1238	每 个 国 家 学 汉 语 是 很 热 门 	9 
p2train-1239	从 中 国 改 革 开 放 以 后 	1 
p2train-1240	一 般 相 信 对 于 吸 烟 者 的 约 束 会 有 一 定 的 成 效 	1 2 
p2train-1241	我 第 一 次 听 到 了 他 说 这 种 话 	7 
p2train-1242	我 的 权 利 又 是 自 然 的 	5 
p2train-1243	我 们 知 道 经 化 肥 	5 
p2train-1244	我 认 为 每 个 人 应 该 以 自 己 的 办 法 为 解 决 问 题 	15 
p2train-1245	我 爸 爸 忽 然 去 死 了 	6 
p2train-1246	该 法 律 应 该 被 改 变 	1 
p2train-1247	而 妈 妈 积 极 又 乐 观 的 性 恪 则 成 为 我 面 临 失 败 后 又 站 起 的 推 动 力 	16 17 
p2train-1248	我 最 近 开 始 听 五 年 前 以 上 的 歌 	10 11 
p2train-1249	我 觉 得 解 决 这 些 问 题 的 最 重 要 的 就 是 互 相 了 解 的 态 度 	10 
p2train-1250	我 觉 得 人 有 生 命 才 能 有 意 义 的 	13 
p2train-1251	因 为 他 们 成 为 了 吸 取 二 手 烟 的 受 害 者 	8 9 
p2train-1252	换 个 立 场 想 一 想 的 也 是 值 得 注 意 的 	8 
p2train-1253	但 是 理 所 当 然 他 的 最 关 心 的 “ 事 情 ” 是 我 母 亲 和 我 	8 
p2train-1254	我 从 以 前 想 学 习 	2 
p2train-1255	他 们 无 论 去 哪 里 都 拿 着 磁 带 而 放 音 乐 	13 
p2train-1256	我 去 了 之 前 脑 子 里 就 有 伦 敦 市 了 	3 
p2train-1257	当 时 刚 到 达 北 京 时 	1 2 
p2train-1258	这 也 有 可 能 我 已 步 入 不 是 崇 拜 偶 像 的 年 龄 了 	3 
p2train-1259	子 女 时 代 的 想 法 	3 4 
p2train-1260	是 引 起 人 们 关 心 的 社 会 问 题 当 中 之 一 	13 14 
p2train-1261	你 们 看 看 在 日 本 的 垃 圾 箱 	5 
p2train-1262	当 然 没 有 好 的 基 础 上 怎 么 能 写 出 优 秀 的 文 章 呢 	9 
p2train-1263	我 去 了 贵 州 找 几 个 少 数 民 族 居 住 区 	6 
p2train-1264	作 为 一 个 好 孩 子 我 深 深 地 理 解 我 父 亲 对 我 家 庭 的 帮 助 也 不 是 不 小 的 	25 
p2train-1265	在 街 头 上 能 看 到 许 多 年 青 人 	4 
p2train-1266	这 次 感 觉 跟 平 时 完 全 不 一 样 的 	13 
p2train-1267	这 个 社 会 能 够 过 得 更 好 	7 8 
p2train-1268	我 们 在 享 受 的 一 切 幸 福 都 是 他 们 的 牺 牲 而 带 来 的 	18 
p2train-1269	有 一 天 我 坐 在 公 共 汽 车 	6 
p2train-1270	这 是 个 很 传 统 的 一 个 问 题 	3 
p2train-1271	保 持 精 神 和 健 康 	5 
p2train-1272	一 边 学 经 济 了 	6 
p2train-1273	所 以 常 常 体 验 到 了 那 样 的 情 况 	8 
p2train-1274	勉 强 得 让 他 活 着 的 话 	3 
p2train-1275	但 是 希 望 努 力 学 习 汉 语 和 韩 语 的 共 通 好 处 	11 12 13 14 15 16 17 18 
p2train-1276	他 虽 然 年 轻 小 	6 
p2train-1277	所 以 他 打 了 我 的 	7 
p2train-1278	所 以 我 只 好 先 去 找 招 待 所 先 	12 
p2train-1279	我 喜 欢 照 顾 别 的 人 	7 
p2train-1280	比 我 大 四 岁 的 姐 姐 是 我 的 最 好 的 朋 友 	11 
p2train-1281	老 年 人 有 所 经 验 的 知 识 	5 6 7 8 
p2train-1282	我 住 在 城 市 的 期 间 	6 
p2train-1283	没 有 了 以 前 的 那 么 冷 	6 
p2train-1284	会 加 剧 严 重 粮 食 问 题 	4 5 
p2train-1285	请 父 亲 母 亲 看 ： 每 逢 5 月 时 	12 
p2train-1286	经 常 到 花 鸟 市 场 买 来 花 回 来 	9 
p2train-1287	高 中 都 一 起 上 学 了 	8 
p2train-1288	但 是 它 会 让 农 作 物 会 受 到 不 同 程 度 的 化 学 污 染 	9 
p2train-1289	也 可 以 说 父 母 是 第 一 个 任 老 师 	10 
p2train-1290	孩 子 看 着 父 母 长 大 了 	9 
p2train-1291	现 在 也 有 很 多 朋 友 病 了 	3 
p2train-1292	这 样 的 潮 流 中 两 代 人 应 该 互 相 的 理 解 	14 
p2train-1293	到 现 在 的 人 生 是 美 好 的 	1 
p2train-1294	但 是 大 部 分 社 会 解 决 它 的 措 施 不 太 严 格 	11 
p2train-1295	要 思 考 对 方 所 了 解 的 世 界 如 何 	12 13 
